,station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
3993468,DNS,2008-07-18 05:01,-95.38,41.9842,71.00,67.00,87.19,120.00,3.00,M,30.02,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.00,M
150605,BWD,2008-01-08 17:04,-98.9565,31.7936,60.80,33.80,36.16,350.00,16.00,M,30.16,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,60.80,METAR KBWD 081704Z AUTO 35016KT 10SM CLR 16/01 A3016 RMK
6994578,GGI,2008-12-11 08:45,-92.7332,41.7097,22.00,17.00,80.77,0.00,0.00,M,30.06,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,22.00,M
5942200,ILE,2008-10-20 19:55,-97.6865,31.0858,80.60,55.40,41.97,190.00,3.00,M,30.15,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,80.53,METAR KILE 201955Z AUTO 19003KT 10SM CLR 27/13 A3015 RMK AO1
5379859,LRJ,2008-09-25 05:35,-96.1923,42.7754,M,M,M,160.00,5.00,M,30.26,M,7.00,-99.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
4981168,HNZ,2008-09-05 22:20,-78.53,36.36,77.00,73.40,88.67,40.00,6.00,M,29.90,M,10.00,M,OVC,   ,   ,M,2100.00,M,M,M,M,M,M,M,M,M,M,78.57,METAR KHNZ 052220Z AUTO 04006KT 10SM OVC021 25/23 A2990 RMK AO2
2730831,11R,2008-05-16 08:46,-96.3742,30.2189,62.60,55.40,77.29,340.00,6.00,M,30.00,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,62.60,METAR K11R 160846Z AUTO 34006KT 10SM CLR 17/13 A3000 RMK AO2
3640730,ORG,2008-06-30 19:25,-93.8036,30.0692,87.80,73.40,62.47,320.00,5.00,M,30.08,M,10.00,M,SCT,   ,   ,M,6500.00,M,M,M,M,M,M,M,M,M,M,95.86,METAR KORG 301925Z AUTO 32005KT 10SM SCT065 31/23 A3008 RMK AO2
2649521,LRD,2008-05-12 05:56,-99.4615,27.5438,79.88,48.92,33.84,150.00,7.00,M,29.99,1014.40,10.00,M,OVC,   ,   ,M,4000.00,M,M,M,M,M,M,M,M,M,M,79.88,METAR KLRD 120556Z AUTO 15007KT 10SM OVC040 27/09 A2999 RMK AO2 50000 T02660094 10294 20266 403160266 SLP144
1595092,LBR,2008-03-18 23:41,-95.0636,33.5932,57.20,55.40,93.69,320.00,11.00,0.34,29.55,M,1.75,19.00,BKN,OVC,   ,M,900.00,1300.00,M,M,M,M,M,M,M,M,M,57.20,METAR KLBR 182341Z AUTO 32011G19KT 1 3/4SM BKN009 OVC013 14/13 A2955 RMK AO1 VIS 1V5 P0034
1518228,IKV,2008-03-15 12:22,-93.5695,41.6878,30.00,27.00,88.44,360.00,9.00,M,29.91,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.03,M
827334,ISP,2008-02-10 18:56,-73.1017,40.7939,42.98,8.06,23.39,280.00,19.00,M,29.56,1001.10,10.00,28.00,SCT,BKN,   ,   ,6500.00,8000.00,M,M,M,M,M,M,31.00,270.00,2008-02-10 18:44,33.96,METAR KISP 101856Z 28019G28KT 10SM SCT065 BKN080 06/M13 A2956 RMK AO2 PK WND 27031/1844 SLP011 T00611133
6500835,MRF,2008-11-18 06:15,-104.02,30.37,35.60,19.40,51.33,360.00,6.00,M,30.45,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,29.87,METAR KMRF 180615Z AUTO 36006KT 10SM CLR 02/M07 A3045 RMK AO1
2906672,PVW,2008-05-25 09:25,-101.7173,34.1681,69.80,62.60,77.90,160.00,11.00,M,29.93,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,69.80,METAR KPVW 250925Z AUTO 16011KT 10SM CLR 21/17 A2993 RMK AO2
2113705,DKR,2008-04-14 15:25,-95.4038,31.307,53.60,35.60,50.36,20.00,4.00,M,30.40,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,53.60,METAR KDKR 141525Z AUTO 02004KT 10SM CLR 12/02 A3040 RMK AO2
137964,POB,2008-01-08 00:55,-79.0145,35.1709,53.24,50.00,88.72,0.00,0.00,M,30.35,1027.80,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,53.24,METAR KPOB 080055Z AUTO 00000KT 10SM CLR 12/10 A3035 RMK AO2 SLP278 T01180100 CHINO RWY05 $
7395341,SHL,2008-12-30 11:23,-95.8353,43.2082,25.00,17.00,71.22,150.00,15.00,M,29.73,M,10.00,21.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,11.71,M
5644211,VTI,2008-10-07 09:53,-92.0248,42.2176,59.00,57.00,93.07,70.00,5.00,0.01,30.03,M,5.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,M
3101794,RWV,2008-06-04 06:45,-96.7041,30.5155,75.20,71.60,88.59,160.00,17.00,M,29.78,M,10.00,24.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,76.58,METAR KRWV 040645Z AUTO 16017G24KT 10SM CLR 24/22 A2978 RMK AO2
4662549,CIN,2008-08-21 23:55,-94.7889,42.0444,73.40,69.80,88.51,140.00,5.00,M,29.84,M,10.00,-99.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,74.60,M
239629,HWV,2008-01-12 21:56,-72.8689,40.8217,44.96,28.94,53.17,340.00,4.00,M,30.06,1017.80,10.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,42.55,METAR KHWV 122156Z AUTO 34004KT 10SM CLR 07/M02 A3006 RMK AO2 SLP178 T00721017 TSNO
1357654,FOK,2008-03-08 05:53,-72.6318,40.8436,51.98,50.00,92.93,280.00,9.00,0.01,29.70,1005.90,0.75,20.00,OVC,   ,   ,   ,100.00,M,M,M,BR,M,M,M,M,M,M,51.98,METAR KFOK 080553Z AUTO 28009G20KT 3/4SM BR OVC001 11/10 A2970 RMK AO2 PK WND 16027/0512 RAB0459E12B30E46 PRESRR SLP059 P0001 60065 T01110100 10117 20050 55036 TSNO
2330904,T82,2008-04-25 15:49,-98.9092,30.2432,69.80,66.20,88.34,230.00,8.00,M,29.95,M,7.00,M,OVC,   ,   ,M,900.00,M,M,M,M,M,M,M,M,M,M,69.80,METAR KT82 251549Z AUTO 23008KT 7SM OVC009 21/19 A2995 RMK AO1
6079658,GTB,2008-10-27 17:55,-75.7195,44.0556,49.64,32.72,51.96,230.00,12.00,M,29.94,1014.30,10.00,16.00,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,44.45,METAR KGTB 271755Z AUTO 23012G16KT 10SM CLR 10/00 A2994 RMK AO2 SLP143 60000 T00980004 10102 20058 52009
3682789,MUT,2008-07-02 22:17,-91.1406,41.367,84.00,72.00,67.28,220.00,9.00,M,29.76,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,89.62,M
7215335,AIO,2008-12-21 21:35,-95.0465,41.4059,-0.40,-9.40,64.88,290.00,14.00,M,30.43,M,5.00,21.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-20.60,M
1910903,FOK,2008-04-03 22:53,-72.6318,40.8436,41.00,24.08,50.63,210.00,7.00,M,30.45,1031.10,10.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,35.75,METAR KFOK 032253Z 21007KT 10SM CLR 05/M04 A3045 RMK AO2 SLP311 T00501044
7282109,1A5,2008-12-25 03:40,-83.42,35.22,53.60,48.20,81.87,260.00,4.00,0.02,30.21,M,10.00,M,BKN,BKN,OVC,M,1800.00,7000.00,9000.00,M,-RA,M,M,M,M,M,M,53.60,METAR K1A5 250340Z AUTO 26004KT 10SM -RA BKN018 BKN070 OVC090 12/09 A3021 RMK AO2 P0002
7137184,BEA,2008-12-18 02:05,-97.791,28.3619,57.20,53.60,87.74,20.00,5.00,M,30.12,M,7.00,M,OVC,   ,   ,M,1600.00,M,M,M,M,M,M,M,M,M,M,57.20,METAR KBEA 180205Z AUTO 02005KT 7SM OVC016 14/12 A3012 RMK AO2
3764639,DPL,2008-07-06 21:40,-77.98,35.0,87.80,71.60,58.78,150.00,6.00,M,30.00,M,10.00,M,SCT,SCT,   ,M,5000.00,7000.00,M,M,M,M,M,M,M,M,M,94.18,METAR KDPL 062140Z AUTO 15006KT 10SM SCT050 SCT070 31/22 A3000 RMK AO2
4804362,ORC,2008-08-28 17:15,-96.0606,42.9895,77.00,64.40,65.12,310.00,7.00,M,29.87,M,10.00,-99.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,M
6858303,INT,2008-12-05 04:54,-80.222,36.1337,44.96,30.92,57.63,330.00,11.00,M,30.22,1023.50,10.00,M,FEW,OVC,   ,M,6000.00,8000.00,M,M,M,M,M,M,M,M,M,38.84,METAR KINT 050454Z AUTO 33011KT 10SM FEW060 OVC080 07/M01 A3022 RMK AO2 SLP235 T00721006 401280017
2558337,OAJ,2008-05-07 13:15,-77.6121,34.8292,69.80,60.80,73.09,250.00,6.00,M,30.10,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,69.80,METAR KOAJ 071315Z AUTO 25006KT 10SM CLR 21/16 A3010 RMK AO1
4373019,DEH,2008-08-06 23:45,-91.7433,43.2755,80.00,63.00,56.16,330.00,4.00,M,30.06,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,81.41,M
3355999,GYI,2008-06-16 19:25,-96.6737,33.7141,87.80,69.80,55.29,70.00,10.00,M,29.93,M,10.00,18.00,BKN,BKN,   ,M,5500.00,7000.00,M,M,M,M,M,M,M,M,M,92.71,METAR KGYI 161925Z AUTO 07010G18KT 10SM BKN055 BKN070 31/21 A2993 RMK AO2
4870938,CPT,2008-08-31 21:45,-97.4338,32.3537,91.40,69.80,49.36,110.00,9.00,M,29.90,M,10.00,15.00,FEW,   ,   ,M,4900.00,M,M,M,M,M,M,M,M,M,M,96.99,METAR KCPT 312145Z AUTO 11009G15KT 10SM FEW049 33/21 A2990 RMK AO2
2446600,SVH,2008-05-01 19:25,-80.9539,35.765,75.20,42.80,31.34,210.00,9.00,M,30.06,M,10.00,19.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,73.89,METAR KSVH 011925Z AUTO 21009G19KT 10SM CLR 24/06 A3006 RMK AO2
1442462,INT,2008-03-12 02:54,-80.222,36.1337,53.06,32.00,44.48,0.00,0.00,M,29.91,1012.70,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,53.06,METAR KINT 120254Z AUTO 00000KT 10SM CLR 12/00 A2991 RMK AO2 SLP127 T01170000 58005
5536419,FZY,2008-10-02 12:54,-76.3847,43.3497,48.02,44.96,89.08,250.00,4.00,0.01,29.61,1002.70,8.00,M,BKN,BKN,OVC,   ,800.00,1500.00,2200.00,M,-RA,M,M,M,M,M,M,46.13,METAR KFZY 021254Z AUTO 25004KT 8SM -RA BKN008 BKN015 OVC022 09/07 A2961 RMK AO2 CIG 005V010 SLP027 P0001 T00890072
2732295,GNC,2008-05-16 10:25,-102.6527,32.6753,57.20,51.80,82.12,350.00,11.00,M,30.23,M,10.00,M,SCT,SCT,OVC,M,4600.00,5500.00,6500.00,M,M,M,M,M,M,M,M,57.20,METAR KGNC 161025Z AUTO 35011KT 10SM SCT046 SCT055 OVC065 14/11 A3023 RMK AO2
5201685,TNU,2008-09-17 00:13,-93.019,41.6701,69.00,62.00,78.38,190.00,4.00,M,30.14,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.00,M
2502467,BUY,2008-05-04 15:54,-79.4749,36.0485,73.04,51.98,47.59,M,4.00,M,30.01,1015.80,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,73.04,METAR KBUY 041554Z AUTO VRB04KT 10SM CLR 23/11 A3001 RMK AO2 SLP158 T02280111
1050691,JAS,2008-02-21 21:48,-94.0349,30.8857,73.40,69.80,88.51,0.00,0.00,0.01,29.77,M,7.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,74.60,METAR KJAS 212148Z AUTO 00000KT 7SM CLR 23/21 A2977 RMK AO2 P0001
5930310,CCY,2008-10-20 06:35,-92.6132,43.073,55.40,51.80,87.65,10.00,6.00,M,30.11,M,10.00,-99.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,M
2234531,INT,2008-04-20 17:54,-80.222,36.1337,62.06,42.98,49.55,290.00,12.00,M,29.89,1011.80,10.00,18.00,SCT,SCT,   ,M,3100.00,4200.00,M,M,M,M,M,M,M,M,M,62.06,METAR KINT 201754Z 29012G18KT 10SM SCT031 SCT042 17/06 A2989 RMK AO2 LTG DSNT ALQDS TSB23E45 SLP118 T01670061 10178 20100 56005
3824189,TKI,2008-07-09 21:53,-96.59,33.18,93.02,68.00,44.12,120.00,6.00,M,29.99,1014.70,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,97.45,METAR KTKI 092153Z 12006KT 10SM CLR 34/20 A2999 RMK AO2 SLP147 T03390200
3742731,AXA,2008-07-05 19:37,-94.2724,43.0796,83.00,64.00,52.76,160.00,18.00,M,29.91,M,10.00,22.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,84.41,M
2413253,AVL,2008-04-29 20:54,-82.5375,35.4319,53.06,26.96,36.22,340.00,14.00,M,30.02,1016.20,10.00,19.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,53.06,METAR KAVL 292054Z 34014G19KT 10SM CLR 12/M03 A3002 RMK AO2 SLP162 T01171028 56011
5711582,CKP,2008-10-10 09:55,-95.5538,42.7304,53.60,32.00,M,M,M,M,29.98,M,10.00,-99.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
7296550,IKV,2008-12-25 20:13,-93.5695,41.6878,27.00,15.00,60.10,160.00,17.00,M,30.07,M,10.00,23.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,13.52,M
1136832,SUT,2008-02-25 21:40,-78.0747,33.9292,55.40,44.60,66.91,190.00,8.00,M,29.98,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,55.40,METAR KSUT 252140Z AUTO 19008KT 10SM CLR 13/07 A2998 RMK AO2
4608600,AWO,2008-08-19 08:15,-122.159,48.1608,60.80,57.20,87.92,200.00,5.00,M,29.83,M,10.00,M,BKN,OVC,   ,M,1700.00,2600.00,M,M,M,M,M,M,M,M,M,60.80,METAR KAWO 190815Z AUTO 20005KT 10SM BKN017 OVC026 16/14 A2983 RMK AO1
6234298,SLR,2008-11-04 22:28,-95.62,33.16,75.20,46.40,35.94,150.00,10.00,M,30.02,M,10.00,15.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,74.11,METAR KSLR 042228Z AUTO 15010G15KT 10SM CLR 24/08 A3002 RMK AO2
4224233,DPL,2008-07-29 19:41,-77.98,35.0,91.40,69.80,49.36,200.00,4.00,M,29.92,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,96.99,METAR KDPL 291941Z AUTO 20004KT 10SM CLR 33/21 A2992 RMK AO2
3105402,CIN,2008-06-04 10:32,-94.7889,42.0444,65.00,62.00,90.01,120.00,4.00,M,29.58,M,2.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,65.00,M
2214410,PRO,2008-04-19 16:58,-94.1637,41.8278,46.00,46.00,100.00,320.00,12.00,M,29.93,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,39.82,M
5095888,SHL,2008-09-11 22:15,-95.8353,43.2082,72.00,66.00,81.41,290.00,12.00,M,29.95,M,10.00,16.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,72.00,M
321662,HHF,2008-01-16 22:07,-100.404,35.895,30.20,21.20,68.83,360.00,20.00,M,30.02,M,7.00,24.00,BKN,OVC,   ,M,2000.00,2800.00,M,M,-SN,M,M,M,M,M,M,16.75,METAR KHHF 162207Z AUTO 36020G24KT 7SM -SN BKN020 OVC028 M01/M06 A3002 RMK AO2
4817156,FWS,2008-08-29 06:45,-97.3033,32.573,77.00,68.00,73.78,140.00,3.00,M,29.92,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,77.00,METAR KFWS 290645Z AUTO 14003KT 10SM CLR 25/20 A2992 RMK AO2 LTG DSNT S
1912341,RDK,2008-04-04 00:35,-95.2624,41.0106,39.20,35.60,86.79,50.00,9.00,M,29.96,M,10.00,-99.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.47,M
5393539,EOK,2008-09-25 20:15,-91.4274,40.4615,82.40,62.60,M,M,M,M,30.23,M,10.00,-99.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
5978201,AQO,2008-10-22 11:05,-98.6619,30.7836,62.60,60.80,93.83,0.00,0.00,M,30.01,M,5.00,M,OVC,   ,   ,M,1800.00,M,M,M,BR,M,M,M,M,M,M,62.60,METAR KAQO 221105Z AUTO 00000KT 5SM BR OVC018 17/16 A3001 RMK AO2
5641097,SDA,2008-10-07 06:32,-95.4112,40.7533,66.00,61.00,83.91,160.00,8.00,M,29.91,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.00,M
1445881,CNC,2008-03-12 06:42,-93.3608,41.0184,38.00,33.00,82.00,70.00,4.00,M,29.89,M,7.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,34.43,M
6331848,MRN,2008-11-09 23:00,-81.61,35.82,50.00,32.00,49.81,10.00,7.00,M,29.99,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,46.72,METAR KMRN 092300Z AUTO 01007KT 10SM CLR 10/00 A2999 RMK AO2
4186984,XBP,2008-07-27 15:09,-97.8284,33.1753,89.60,60.80,38.18,260.00,5.00,M,29.96,M,7.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,89.60,METAR KXBP 271509Z AUTO 26005KT 7SM CLR 32/16 A2996 RMK AO2
5532834,ELZ,2008-10-02 08:56,-77.99,42.11,41.00,39.02,92.59,280.00,7.00,M,29.67,1005.60,10.00,M,FEW,OVC,   ,   ,1600.00,3700.00,M,M,M,M,M,M,M,M,M,35.75,METAR KELZ 020856Z AUTO 28007KT 10SM FEW016 OVC037 05/04 A2967 RMK AO2 RAB13E36 SLP056 P0000 60000 T00500039 53002
4030141,EHO,2008-07-20 00:40,-81.6011,35.2556,86.00,64.40,48.58,0.00,0.00,M,30.01,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,87.49,METAR KEHO 200040Z AUTO 00000KT 10SM CLR 30/18 A3001 RMK AO2
6809287,GGI,2008-12-02 19:15,-92.7332,41.7097,35.60,28.40,74.80,180.00,14.00,M,29.70,M,10.00,-99.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,25.80,M
1728807,CTZ,2008-03-25 10:02,-78.3644,34.9756,37.40,30.20,74.98,330.00,4.00,M,30.32,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,33.73,METAR KCTZ 251002Z AUTO 33004KT 10SM CLR 03/M01 A3032 RMK AO2
3208118,SEP,2008-06-09 14:25,-98.1777,32.2153,80.60,68.00,65.54,180.00,10.00,M,29.91,M,10.00,16.00,SCT,SCT,   ,M,2600.00,3300.00,M,M,M,M,M,M,M,M,M,83.29,METAR KSEP 091425Z AUTO 18010G16KT 10SM SCT026 SCT033 27/20 A2991 RMK AO1
678471,ORC,2008-02-03 11:15,-96.0606,42.9895,15.80,14.00,92.44,140.00,3.00,M,29.98,M,4.00,-99.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.17,M
6962868,GLE,2008-12-09 22:05,-97.1969,33.6514,35.60,28.40,74.80,330.00,24.00,M,29.98,M,10.00,28.00,OVC,   ,   ,M,2000.00,M,M,M,M,M,M,M,M,M,M,22.92,METAR KGLE 092205Z AUTO 33024G28KT 10SM OVC020 02/M02 A2998 RMK AO2
6766242,PRO,2008-11-30 12:35,-94.1637,41.8278,32.00,32.00,100.00,330.00,9.00,M,29.54,M,5.00,-99.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.51,M
3497485,PVW,2008-06-23 15:45,-101.7173,34.1681,77.00,55.40,47.25,210.00,10.00,M,30.10,M,10.00,14.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,77.00,METAR KPVW 231545Z AUTO 21010G14KT 10SM CLR 25/13 A3010 RMK AO2
7189112,MAF,2008-12-20 14:53,-102.1892,31.9425,50.00,28.04,42.39,240.00,6.00,M,30.02,1014.50,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,47.21,METAR KMAF 201453Z 24006KT 10SM CLR 10/M02 A3002 RMK AO2 SLP145 T01001022 51010
4284179,LRJ,2008-08-02 04:55,-96.1923,42.7754,71.00,60.00,68.20,110.00,7.00,M,29.97,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.00,M
5451180,UKF,2008-09-28 09:44,-81.0983,36.2228,62.60,62.60,100.00,0.00,0.00,M,29.97,M,0.25,M,OVC,   ,   ,M,100.00,M,M,M,M,M,M,M,M,M,M,62.60,METAR KUKF 280944Z AUTO 00000KT 1/4SM OVC001 17/17 A2997 RMK AO1
4893663,IKV,2008-09-02 00:33,-93.5695,41.6878,83.00,74.00,74.33,150.00,7.00,M,29.91,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,89.60,M
1499428,MXO,2008-03-14 16:15,-91.1605,42.2204,44.60,39.20,81.20,340.00,5.00,M,29.73,M,10.00,-99.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,41.36,M
5632109,CPT,2008-10-06 20:45,-97.4338,32.3537,78.80,69.80,73.95,170.00,12.00,M,29.89,M,10.00,M,SCT,BKN,   ,M,2100.00,7500.00,M,M,M,M,M,M,M,M,M,81.39,METAR KCPT 062045Z AUTO 17012KT 10SM SCT021 BKN075 26/21 A2989 RMK AO2
3367498,OLZ,2008-06-17 07:55,-91.976,42.6831,51.80,46.40,81.74,320.00,4.00,M,30.10,M,10.00,-99.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,M
7060864,ADU,2008-12-14 09:42,-94.9204,41.6994,48.00,45.00,89.29,180.00,12.00,M,29.29,M,10.00,17.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,42.37,M
